产品ID,标题,参考价,京东价,京东链接,产品图片,产品参数,京东店铺,评论数,爬取时间
1745477408,AMD Ryzen 7 7700X,2999.0,,,https://2d.zol-img.com.cn/product/222_320x240/425/cenfQOHuCZi0k.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 7000系列
CPU主频：4.5GHz
最高睿频：5.4GHz
三级缓存：32MB
插槽类型：Socket AM5
核心数量：八核心
线程数：十六线程",,,2025-04-24 14:50:08
1745477432,Intel 酷睿i5 9600KF,1299.0,,,https://2e.zol-img.com.cn/product/221_320x240/30/ce0zby8ivJE0E.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：3.7GHz
最高睿频：4.6GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,,2025-04-24 14:50:32
10061637321330,AMD Ryzen 9 7900X,4299.0,2369.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061637321330.html,https://2a.zol-img.com.cn/product/222_320x240/314/ceXaHR1XwO5Ww.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 7000系列
CPU主频：4.7GHz
最高睿频：5.6GHz
三级缓存：64MB
插槽类型：Socket AM5
核心数量：十二核心
线程数：二十四线程",,2000+,2025-04-24 14:51:08
10066427749135,Intel 酷睿i7 9700K,2499.0,998.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10066427749135.html,https://2d.zol-img.com.cn/product/221_320x240/409/cenwuvoEdG5VE.jpg,"适用类型：台式机
CPU系列：酷睿i7 9代系列
CPU主频：3.6GHz
最高睿频：4.9GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：八核心
线程数：八线程",,8,2025-04-24 14:51:26
1745477505,Intel 酷睿i7 8700K,2799.0,,,https://2e.zol-img.com.cn/product/223_320x240/274/cek7fVZlxgl42.jpg,"适用类型：台式机
CPU系列：酷睿i7 8代系列
CPU主频：3.7GHz
最高睿频：4.7GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：六核心
线程数：十二线程",,,2025-04-24 14:51:45
10095256672226,Intel 酷睿 i5 14490F,1499.0,1249.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095256672226.html,https://2c.zol-img.com.cn/product/270_320x240/710/ce5p2z5dRWTKY.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
CPU主频：2.8GHz
最高睿频：4.9GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：10核心
线程数：16线程",,5000+,2025-04-24 14:52:08
1745477540,Intel 酷睿i3 9100,1299.0,,,https://2c.zol-img.com.cn/product/221_320x240/484/ceKjPukxYZ8.jpg,"适用类型：台式机
CPU系列：酷睿i3 9代系列
CPU主频：3.6GHz
最高睿频：4.2GHz
三级缓存：6MB
插槽类型：LGA 1151
核心数量：四核心
线程数：四线程",,,2025-04-24 14:52:20
10059782083351,AMD Ryzen 5 3600X,1749.0,498.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059782083351.html,https://2b.zol-img.com.cn/product/222_320x240/293/ceb9yEqpf8rTA.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 3600x
CPU主频：3.8GHz
动态加速频率：4.4GHz
三级缓存：32MB
插槽类型：Socket AM4
核心数量：六核心
线程数：十二线程",,23,2025-04-24 14:52:43
10078784143680,Intel 酷睿i5 9400,1399.0,509.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078784143680.html,https://2d.zol-img.com.cn/product/221_320x240/41/ce15kz5CwmahY.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：2.9GHz
最高睿频：4.1GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,2000+,2025-04-24 14:53:01
10095958250567,Intel 酷睿i5 10600KF,1230.0,599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095958250567.html,https://2c.zol-img.com.cn/product/223_320x240/222/ceV89qm9CqEJE.jpg,"适用类型：台式机
CPU系列：酷睿i5 10代系列
CPU主频：4.1GHz
最高睿频：4.8GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,21,2025-04-24 14:53:50
10057134757434,Intel 酷睿i3 10105,790.0,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10057134757434.html,https://2c.zol-img.com.cn/product/220_320x240/984/ceEACyOgsqc9c.jpg,"适用类型：台式机
CPU系列：酷睿i3 10代系列
CPU主频：3.7GHz
最高睿频：4.4GHz
三级缓存：6MB
插槽类型：LGA 1200
核心数量：四核心
线程数：八线程",,5000+,2025-04-24 14:54:28
10061663129295,AMD Ryzen 5 7600X,2249.0,1219.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061663129295.html,https://2b.zol-img.com.cn/product/222_320x240/907/ceQN5BYNJeC.png,"适用类型：台式机
CPU系列：AMD Ryzen 5 7000系列
CPU主频：4.7GHz
最高睿频：5.3GHz
三级缓存：32MB
插槽类型：暂无数据
核心数量：六核心
线程数：十二线程",,5000+,2025-04-24 14:54:48
1745477706,AMD Ryzen 5 7600,1549.0,,,https://2b.zol-img.com.cn/product/222_320x240/907/ceQN5BYNJeC.png,"适用类型：台式机
CPU系列：AMD Ryzen 5 7000系列
CPU主频：3.8GHz
最高睿频：5.1GHz
三级缓存：32MB
插槽类型：Socket AM5
核心数量：六核心
线程数：十二线程",,,2025-04-24 14:55:06
10088714480946,Intel 酷睿i5 10500,1449.0,748.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10088714480946.html,https://2f.zol-img.com.cn/product/223_320x240/213/ceArUyWcJFnvc.jpg,"适用类型：台式机
CPU系列：酷睿i5 10代系列
CPU主频：3.1GHz
最高睿频：4.5GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,200+,2025-04-24 14:55:29
1745477784,Intel 酷睿i5 11400F,1130.0,,,https://2a.zol-img.com.cn/product/221_320x240/96/cehlcA8XNAYf2.jpg,"适用类型：台式机
CPU系列：酷睿i5 11代系列
CPU主频：2.6GHz
最高睿频：4.4GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,,2025-04-24 14:56:24
1745477788,AMD Ryzen 3 2200G,539.0,,,https://2a.zol-img.com.cn/product/188_320x240/598/ceyXzuTFclew.jpg,"适用类型：台式机
CPU系列：Ryzen 3
CPU主频：3.5GHz
动态加速频率：3.7GHz
三级缓存：4MB
插槽类型：Socket AM4
核心数量：四核心
线程数：四线程",,,2025-04-24 14:56:28
1745477831,Intel 酷睿i7 10700F,1890.0,,,https://2a.zol-img.com.cn/product/221_320x240/418/ceS05ebW7J8s.jpg,"适用类型：台式机
CPU系列：酷睿i7 10代系列
CPU主频：2.9GHz
最高睿频：4.8GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 14:57:11
1745477845,Intel 酷睿i7 11700,2300.0,,,https://2a.zol-img.com.cn/product/221_320x240/152/ce8PHKwpHU9A.jpg,"适用类型：台式机
CPU系列：酷睿i7 11代系列
CPU主频：2.5GHz
最高睿频：4.9GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 14:57:25
10024010847388,AMD Ryzen 7 5800X3D,2799.0,1529.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10024010847388.html,https://2e.zol-img.com.cn/product/220_320x240/520/ce95dSDPbnAA.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 5000
CPU主频：3.4GHz
动态加速频率：4.5GHz
三级缓存：96MB
插槽类型：Socket AM4
核心数量：八核心
线程数：十六线程",,0,2025-04-24 14:57:28
10097345058613,Intel 酷睿i7 9700F,2399.0,789.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10097345058613.html,https://2e.zol-img.com.cn/product/221_320x240/386/ceQgNDKZ4Ypx2.jpg,"适用类型：台式机
CPU系列：酷睿i7 9代系列
CPU主频：3GHz
最高睿频：4.7GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：八核心
线程数：八线程",,2000+,2025-04-24 14:57:38
1745477867,Intel 酷睿i9 10900K,4210.0,,,https://2d.zol-img.com.cn/product/221_320x240/971/ceR91P2k32ZT.jpg,"适用类型：台式机
CPU系列：酷睿i9 10代系列
CPU主频：3.7GHz
最高睿频：5.3GHz
三级缓存：20MB
插槽类型：LGA 1200
核心数量：十核心
线程数：二十线程",,,2025-04-24 14:57:47
1745477946,AMD Ryzen 9 3900X,2939.0,,,https://2e.zol-img.com.cn/product/225_320x240/436/cev2dKPDVOouU.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 3000
CPU主频：3.8GHz
动态加速频率：4.6GHz
三级缓存：64MB
插槽类型：Socket AM4
核心数量：十二核心
线程数：二十四线程",,,2025-04-24 14:59:06
1745477959,Intel 赛扬 G5905,290.0,,,https://2a.zol-img.com.cn/product/222_320x240/768/ceQierYz5cwj6.jpg,"适用类型：台式机
CPU系列：赛扬 G系列
CPU主频：3.5GHz
动态加速频率：暂无数据
三级缓存：4MB
插槽类型：LGA 1200
核心数量：双核心
线程数：双线程",,,2025-04-24 14:59:19
1745478015,AMD Ryzen 5 3400G,1210.0,,,https://2c.zol-img.com.cn/product/222_320x240/300/cepyJuoejlfSY.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 3000
CPU主频：3.7GHz
动态加速频率：4.2GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：四核心
线程数：八线程",,,2025-04-24 15:00:15
1745478029,Intel 酷睿i7 10700K,2699.0,,,https://2c.zol-img.com.cn/product/221_320x240/414/ce6NW5fphsdTY.jpg,"适用类型：台式机
CPU系列：酷睿i7 10代系列
CPU主频：3.8GHz
最高睿频：5.1GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:00:29
1745478067,Intel 酷睿i5 9500,1849.0,,,https://2a.zol-img.com.cn/product/221_320x240/32/ceWnVA9sOqh2o.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：3GHz
最高睿频：4.4GHz
三级缓存：9MB
封装大小：37.5×37.5mm
核心数量：六核心
线程数：六线程",,,2025-04-24 15:01:07
1745478081,Intel 酷睿 i9 12900KF,4230.0,,,https://2b.zol-img.com.cn/product/222_320x240/745/cexbSHCTxhxlk.jpg,"适用类型：台式机
CPU系列：酷睿i9 12代系列
CPU主频：3.1GHz
最高睿频：5.2GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,,2025-04-24 15:01:21
10066416959272,Intel 酷睿 i9 13900KF,5200.0,2788.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10066416959272.html,https://2b.zol-img.com.cn/product/222_320x240/7/ce368TAKNZjA.jpg,"适用类型：台式机
CPU系列：酷睿i9 13代系列
CPU主频：3GHz
最高睿频：5.8GHz
三级缓存：36MB
插槽类型：LGA 1700
核心数量：二十四核心
线程数：三十二线程",,3,2025-04-24 15:01:24
100101957426,Intel 酷睿 i9 14900KS,6299.0,5499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100101957426.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6.2GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,500+,2025-04-24 15:02:02
1745478152,AMD Ryzen 7 2700X,1399.0,,,https://2a.zol-img.com.cn/product/223_320x240/214/cegaSKYjLOn3A.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 2000
CPU主频：3.7GHz
动态加速频率：4.3GHz
三级缓存：16MB
插槽类型：Socket AM4
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:02:32
1745478165,Intel 酷睿i7 9700KF,2169.0,,,https://2d.zol-img.com.cn/product/221_320x240/385/ceiG6AXzWYeb6.jpg,"适用类型：台式机
CPU系列：酷睿i7 9代系列
CPU主频：3.6GHz
最高睿频：4.9GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：八核心
线程数：八线程",,,2025-04-24 15:02:45
100086706802,Intel 酷睿 i3 14100F,699.0,699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100086706802.html,https://2a.zol-img.com.cn/product/270_320x240/696/ceM6x6X4a1Q.jpg,"适用类型：台式机
CPU系列：酷睿i3 14代系列
CPU主频：3.5GHz
最高睿频：4.7GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：4核心
线程数：8线程",英特尔京东自营旗舰店,20万+,2025-04-24 15:02:48
1745478198,AMD Ryzen 5 5500GT,939.0,,,https://2d.zol-img.com.cn/product/259_320x240/733/ceEVbKQy8iSOA.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 5 5000系列
CPU主频：3.6GHz
动态加速频率：4.4GHz
三级缓存：16MB
插槽类型：Socket AM4
核心数量：6核心
线程数：12线程",,,2025-04-24 15:03:18
1745478222,Intel 酷睿 i9 12900,3880.0,,,https://2d.zol-img.com.cn/product/222_320x240/645/ceazVdyUAJlc.jpg,"适用类型：台式机
CPU系列：酷睿i9 12代系列
CPU主频：2.4GHz
最高睿频：5.1GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,,2025-04-24 15:03:42
1745478305,Intel 酷睿 i9 13900,4899.0,,,https://2a.zol-img.com.cn/product/222_320x240/12/cepiCNODl0ycU.jpg,"适用类型：台式机
CPU系列：酷睿i9 13代系列
CPU主频：2GHz
最高睿频：5.6GHz
三级缓存：36MB
插槽类型：LGA 1700
核心数量：二十四核心
线程数：三十二线程",,,2025-04-24 15:05:05
1745478328,Intel 酷睿i7 11700K,2430.0,,,https://2d.zol-img.com.cn/product/220_320x240/443/ce52yIx5vifc.jpg,"适用类型：台式机
CPU系列：酷睿i7 11代系列
CPU主频：3.6GHz
最高睿频：5GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:05:28
1745478341,Intel 酷睿i5 9600K,1649.0,,,https://2f.zol-img.com.cn/product/221_320x240/31/ceNs9xXmtQGIU.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：3.7GHz
最高睿频：4.6GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,,2025-04-24 15:05:41
100007764578,AMD Ryzen 3 3200G,950.0,779.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100007764578.html,https://2c.zol-img.com.cn/product/201_320x240/558/ceqgj8Y6m7Bg.jpg,"适用类型：台式机
CPU系列：Ryzen 3
CPU主频：3.6GHz
动态加速频率：4GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：四核心
线程数：四线程",AMD京东自营旗舰店,2万+,2025-04-24 15:06:04
1745478387,Intel 酷睿i5 11600KF,1699.0,,,https://2c.zol-img.com.cn/product/222_320x240/378/ceo5IfakBcjPs.jpg,"适用类型：台式机
CPU系列：酷睿i5 11代系列
CPU主频：3.9GHz
最高睿频：4.9GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,,2025-04-24 15:06:27
100120799081,Intel 酷睿 Ultra 5 245KF,2299.0,1999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100120799081.html,https://2c.zol-img.com.cn/product/270_320x240/956/ce9DTWcmdK6Y.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 5 200系列
最高睿频：5.2GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1851
核心数量：14核心
线程数：14线程",英特尔京东自营旗舰店,20万+,2025-04-24 15:06:50
1745478458,Intel 酷睿i7 10700KF,2199.0,,,https://2e.zol-img.com.cn/product/221_320x240/404/ceeCusz466YBE.jpg,"适用类型：台式机
CPU系列：酷睿i7 10代系列
CPU主频：3.8GHz
最高睿频：5.1GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:07:38
1745478483,AMD APU系列 A8-7680,369.0,,,https://2d.zol-img.com.cn/product/195_320x240/865/ceWuuS82ul6.jpg,"适用类型：台式机
CPU系列：APU A8
CPU主频：3.5GHz
动态加速频率：3.8GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：四核心
热设计功耗(TDP)：45W",,,2025-04-24 15:08:03
25892820000,Intel 酷睿i9 10980XE,5480.0,6339.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/25892820000.html,https://2c.zol-img.com.cn/product/221_320x240/432/cegPiVdAXCu.jpg,"适用类型：台式机
CPU系列：酷睿i9 10代系列
CPU主频：3GHz
最高睿频：4.6GHz
三级缓存：24.75MB
插槽类型：LGA 2066
核心数量：十八核心
线程数：三十六线程",,200+,2025-04-24 15:08:47
1745478614,Intel 酷睿 i3 13100F,949.0,,,https://2d.zol-img.com.cn/product/226_320x240/437/ceLN4opg0nnN6.png,"CPU系列：酷睿i3 13代系列
适用类型：暂无数据
CPU主频：3.4GHz
最高睿频：4.5GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：四核心
线程数：八线程",,,2025-04-24 15:10:14
1745478627,Intel 酷睿i7 11700F,2349.0,,,https://2f.zol-img.com.cn/product/221_320x240/157/ceCm3DfDob0EE.jpg,"适用类型：台式机
CPU系列：酷睿i7 11代系列
CPU主频：2.5GHz
最高睿频：4.9GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:10:27
1745478680,AMD Ryzen 9 3950X,5749.0,,,https://2e.zol-img.com.cn/product/225_320x240/466/ceCdXSuSTuwMU.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 9 3000
CPU主频：3.5GHz
动态加速频率：4.7GHz
三级缓存：64MB
插槽类型：Socket AM4
核心数量：十六核心
线程数：三十二线程",,,2025-04-24 15:11:20
1745478719,AMD Ryzen 7 2700,899.0,,,https://2c.zol-img.com.cn/product/223_320x240/216/cepNPe30mMvXA.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 2000
CPU主频：3.2GHz
动态加速频率：4.1GHz
三级缓存：16MB
插槽类型：Socket AM4
核心数量：八核心
线程数：十六线程",,,2025-04-24 15:11:59
13903759499,Intel 酷睿i3 10100F,630.0,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13903759499.html,https://2b.zol-img.com.cn/product/221_320x240/363/ceiDYJEyX9tek.jpg,"适用类型：台式机
CPU系列：酷睿i3 10代系列
CPU主频：3.6GHz
最高睿频：4.3GHz
三级缓存：6MB
插槽类型：LGA 1200
核心数量：四核心
线程数：八线程",,100+,2025-04-24 15:12:32
1745483072,AMD APU系列 A6-7480,210.0,,,https://2e.zol-img.com.cn/product/196_320x240/484/ceYVPJ3H30tac.jpg,"适用类型：台式机
CPU系列：APU A6
CPU主频：3.5GHz
动态加速频率：3.8GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：双核心
热设计功耗(TDP)：65W",,,2025-04-24 16:24:32
1745483076,AMD 速龙II X4 870K（盒）,278.0,,,https://2a.zol-img.com.cn/product/223_320x240/476/ceVQhnI3LxSGc.jpg,"适用类型：台式机
CPU系列：速龙 X4
CPU主频：3.9GHz
动态加速频率：4.1GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：四核心
热设计功耗(TDP)：95W",,,2025-04-24 16:24:36
10059568992326,AMD 速龙 X4 860K（盒）,199.0,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059568992326.html,https://2a.zol-img.com.cn/product/221_320x240/784/ceoWP4NXuaPY.jpg,"适用类型：台式机
CPU系列：速龙 X4
CPU主频：3.7GHz
动态加速频率：4GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：四核心
线程数：四线程",,2000+,2025-04-24 16:45:56
10059568992326,AMD 速龙 X4 860K（盒）,199.0,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059568992326.html,https://2a.zol-img.com.cn/product/221_320x240/784/ceoWP4NXuaPY.jpg,"适用类型：台式机
CPU系列：速龙 X4
CPU主频：3.7GHz
动态加速频率：4GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：四核心
线程数：四线程",,2000+,2025-04-24 16:46:29
10111479781056,AMD A6-7400K（盒）,209.0,2099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111479781056.html,https://2e.zol-img.com.cn/product/223_320x240/564/cePCeDVDft0s2.jpg,"适用类型：台式机
CPU系列：APU A6
CPU主频：3.5GHz
动态加速频率：3.9GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：双核心
热设计功耗(TDP)：65W",,96,2025-04-24 16:46:56
10111479781056,AMD A10-9700,329.0,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111479781056.html,https://2b.zol-img.com.cn/product/223_320x240/219/ce0LQbTLvEMfw.jpg,"适用类型：台式机
CPU系列：APU A10
CPU主频：3.5GHz
动态加速频率：3.8GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：四核心
热设计功耗(TDP)：65W",,96,2025-04-24 16:47:54
10059568992326,AMD 速龙 X4 860K（盒）,199.0,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059568992326.html,https://2a.zol-img.com.cn/product/221_320x240/784/ceoWP4NXuaPY.jpg,"适用类型：台式机
CPU系列：速龙 X4
CPU主频：3.7GHz
动态加速频率：4GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：四核心
线程数：四线程",,2000+,2025-04-24 16:49:56
10111479781056,AMD A6-7400K（盒）,209.0,,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111479781056.html,https://2e.zol-img.com.cn/product/223_320x240/564/cePCeDVDft0s2.jpg,"适用类型：台式机
CPU系列：APU A6
CPU主频：3.5GHz
动态加速频率：3.9GHz
插槽类型：Socket FM2+
三级缓存：暂无数据
核心数量：双核心
热设计功耗(TDP)：65W",,96,2025-04-24 16:50:05
10111479781056,AMD A10-9700,329.0,2099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111479781056.html,https://2b.zol-img.com.cn/product/223_320x240/219/ce0LQbTLvEMfw.jpg,"适用类型：台式机
CPU系列：APU A10
CPU主频：3.5GHz
动态加速频率：3.8GHz
插槽类型：Socket AM4
三级缓存：暂无数据
核心数量：四核心
热设计功耗(TDP)：65W",,96,2025-04-24 16:51:13
10025914155144,AMD Athlon 200GE,395.0,619.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10025914155144.html,https://2e.zol-img.com.cn/product/223_320x240/210/ceqsw0nMrt8Y.jpg,"适用类型：台式机
CPU系列：速龙
CPU主频：3.2GHz
动态加速频率：暂无数据
三级缓存：4MB
插槽类型：Socket AM4
核心数量：双核心
线程数：四线程",,2万+,2025-04-24 16:52:01
